자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자
신동자동변속기,03,경기도 고양시 덕양구 통일로1102번길 32,경기도 고양시 덕양구 내유동 296-2번지,37.71193981,126.8536500237,2009-12-22,198,01,,,,,,031-948-4785,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
타이어프로 원당점,03,경기도 고양시 덕양구 대주로 510,경기도 고양시 덕양구 주교동 218-7번지,37.65771319,126.8270426,2010-04-01,196.89,01,,,,,,031-962-9442,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
성사카센타,03,경기도 고양시 덕양구 고양대로1395번길 12-5,경기도 고양시 덕양구 성사동 706-9번지,37.65456915,126.8397604,2010-07-05,72.72,03,2018-03-15,,,,,031-963-5771,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
삼영자동차공업사,03,경기도 고양시 덕양구 용두로 105,경기도 고양시 덕양구 용두동 111-1번지,37.620402,126.8920702,2010-07-07,117.9,03,2019-11-05,,,,,02-387-0086,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
에이스카모터스,02,경기도 고양시 일산동구 견달산로225번길 21-29,경기도 고양시 일산동구 식사동 294-7번지,37.6856411,126.8178344,2001-07-18,496,01,,,,,,031-966-8280,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
동주모터스,02,경기도 고양시 일산동구 성현로135번안길 93,경기도 고양시 일산동구 성석동 1043-5번지,37.71326626,126.799998,2002-01-14,735,01,,,,,,031-977-0951,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜세형공업사,01,경기도 고양시 일산동구 지영로194번길 4,경기도 고양시 일산동구 지영동 304-6번지,37.71368171,126.8287994,2008-05-20,1222.2,01,,,,,,031-976-8888,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
21세기현대기아자동차회사,01,경기도 고양시 일산동구 고양대로 900-26,경기도 고양시 일산동구 풍동 638-21번지,37.67733775,126.7950555,2009-09-15,5916.3,01,,,,,,031-903-9955,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
씨제이대한통운㈜,01,경기도 고양시 일산동구 성현로 615,경기도 고양시 일산동구 사리현동 151-1번지,37.69640218,126.8491413,2009-09-23,9828,01,,,,,,031-963-3098,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜오미산오토랜드,01,경기도 고양시 일산동구 성현로 13,경기도 고양시 일산동구 성석동 1242-2번지,37.70997918,126.788687,2009-10-01,5104,01,,,,,,031-977-5651,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
제니스오토,02,경기도 고양시 일산동구 성현로 49,경기도 고양시 일산동구 성석동 984-6번지,37.7088149,126.7928908,2000-10-12,453,01,,,,,,031-977-5505,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
SMART MOTORS,03,경기도 고양시 일산서구 송산로 397,경기도 고양시 일산서구 가좌동 202-6번지,37.68558426,126.7230037,2005-01-24,160,01,,,,,,031-925-8290,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
가좌사랑자동차공업사,03,경기도 고양시 일산서구 가좌로 14,경기도 고양시 일산서구 가좌동 145번지,37.69069375,126.7241865,2009-05-20,607,01,,,,,,031-923-8255,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
㈜제이제이모터스,02,경기도 고양시 일산서구 대화2로 17-49,경기도 고양시 일산서구 법곳동 751-9번지,37.66671626,126.7269773,2000-05-02,947,01,,,,,,031-919-8333,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
달구지카크리닉,03,경기도 고양시 일산서구 덕이로 177-1,경기도 고양시 일산서구 덕이동 855-6번지,37.69359579,126.740462,1998-08-27,138,01,,,,,,031-916-6373,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
대흥자동차경정비,03,경기도 고양시 일산서구 강성로214번길 8-2,경기도 고양시 일산서구 대화동 2172번지,37.67497692,126.7533767,1997-06-23,231,01,,,,,,031-918-7070,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
더디젤,03,경기도 고양시 일산서구 덕이로 30-30,경기도 고양시 일산서구 덕이동 473번지,37.690741,126.756304,2020-01-06,100,01,,,,,,031-926-3170,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
동양카센터,03,경기도 고양시 일산서구 일산로636번길 7-20,경기도 고양시 일산서구 대화동 2027-17번지,37.6827274,126.757863,2009-09-21,263,01,,,,,,031-915-3070,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
라이프오토카,03,경기도 고양시 일산서구 현중로36번길 31,경기도 고양시 일산서구 탄현동 1490번지,37.69448887,126.7696213,2006-09-29,113,01,,,,,,031-915-2563,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
르노삼성자동차 지정정비코너 덕이점,03,경기도 고양시 일산서구 경의로 835-10,경기도 고양시 일산서구 덕이동 261번지,37.6916919,126.7586412,2018-12-28,456,01,,,,,,031-921-3330,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
강서카인테리어,03,경기도 고양시 일산서구 현중로26번길 61-2,경기도 고양시 일산서구 탄현동 1503-12번지,37.69376462,126.7715465,1998-10-12,105,01,,,,,,031-915-8692,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
봉봉자동차정비공업사,03,경기도 고양시 일산서구 대화로398번길 7-1,경기도 고양시 일산서구 대화동 2087번지,37.68249654,126.7525492,2009-01-05,100,01,,,,,,031-916-0394,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
상진휠얼라이먼트,03,경기도 고양시 일산서구 덕이로 30-7,경기도 고양시 일산서구 덕이동 459-1번지,37.6897147,126.7557905,2011-09-05,232,01,,,,,,031-912-4145,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
선명자동차써비스,03,경기도 고양시 일산서구 덕산로 132,경기도 고양시 일산서구 가좌동 474-4번지,37.69384245,126.7176258,2001-07-26,108,01,,,,,,031-923-8272,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
송포 모터스,03,경기도 고양시 일산서구 송산로 376,경기도 고양시 일산서구 가좌동 307-12번지,37.68469562,126.7205945,1997-12-04,85,01,,,,,,,경기도 고양시 일산서구청,031-8075-7348,2020-05-15
에바다자동차공업사,03,경기도 고양시 덕양구 용두로 105,경기도 고양시 덕양구 용두동 111-1번지,37.6204020042,126.8920701641,2010-08-02,117.9,01,,,,,,02-354-0587,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
대일자동차,03,경기도 고양시 덕양구 화랑로 143,경기도 고양시 덕양구 화전동 367-1번지,37.61031499,126.8709738,2010-08-12,116.34,01,,,,,,02-3159-9277,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
한일오토밋숀,03,경기도 고양시 덕양구 토당로104번길 58,경기도 고양시 덕양구 토당동 53-4번지,37.62452097,126.8207127,2010-11-11,122.41,01,,,,,,031-974-2718,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
로드킹(구 애니카랜드 행신가라뫼점),03,경기도 고양시 덕양구 행주로83번길 65-2,경기도 고양시 덕양구 행주내동 504-1번지,37.6068361,126.8205241,2011-03-09,198.36,03,2019-03-05,,,,,031-973-8181,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
삼송자동차공업사,03,경기도 고양시 덕양구 고양대로 1902,경기도 고양시 덕양구 동산동 160-11번지,37.6436355,126.8908582,2011-06-08,78.35,01,,,,,,02-355-7710,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
강매자동차공업사,03,경기도 고양시 덕양구 강매로 254,경기도 고양시 덕양구 강매동 93번지,37.60909128,126.8453486,2011-07-08,118.99,01,,,,,,031-979-5311,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
달인카공업사,03,경기도 고양시 덕양구 원당로59번길 11-15,경기도 고양시 덕양구 주교동 599-26번지,37.65783986,126.8333617,2011-08-31,87.5,01,,,,,,031-962-8052,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
유로카 T.C.S,03,경기도 고양시 덕양구 통일로493번길 21-14,경기도 고양시 덕양구 대자동 263-10번지,37.67645894,126.8858813,2012-02-10,165.6,01,,,,,,070-4209-7113,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
용정카센타,03,경기도 고양시 덕양구 무원로6번길 45,경기도 고양시 덕양구 행신동 713-2번지,37.61452028,126.833182,2012-04-27,99.75,01,,,,,,031-966-0272,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
㈜월드그린공업사,01,경기도 고양시 일산동구 견달산로 287,경기도 고양시 일산동구 식사동 268-9번지,37.69165121,126.8187709,2010-08-05,1021.22,01,,,,,,031-968-6611,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
현대1급일산동부공업사,01,경기도 고양시 일산동구 공릉천로 243,경기도 고양시 일산동구 사리현동 352-15번지,37.71402426,126.841599,2010-09-29,1015,01,,,,,,031-913-1250,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
한미모터스,01,경기도 고양시 일산동구 문봉길62번길 21,경기도 고양시 일산동구 문봉동 214-4번지,37.70632734,126.8159413,2010-10-20,1150,01,,,,,,031-977-8033,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜바바리안모터스,01,경기도 고양시 일산동구 무궁화로 383,경기도 고양시 일산동구 식사동 825-10번지,37.67877271,126.8014828,2011-06-21,6955,01,,,,,,031-966-7501,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
BM모터스,01,경기도 고양시 일산동구 고봉로 833-1,경기도 고양시 일산동구 설문동 597번지,37.7272619,126.7985246,2011-09-26,1517,01,,,,,,031-977-0977,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
인선모터스 주식회사(일산),01,경기도 고양시 일산동구 동국로 286,경기도 고양시 일산동구 식사동 273-1번지,37.6911400029,126.816362,2014-06-30,3755,01,,,,,,031-969-1500,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
엄지모터스,01,경기도 고양시 일산동구 견달산로 207-5,경기도 고양시 일산동구 식사동 1173번지,37.68447644,126.8203018,2014-12-29,1032,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
주식회사 레드베어스,01,경기도 고양시 일산동구 견달산로 230-1,경기도 고양시 일산동구 식사동 245-6번지,37.68654805,126.8206724,2015-06-05,1597,01,,,,,,031-966-4972,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜명진자동차,01,경기도 고양시 일산동구 성현로 363,경기도 고양시 일산동구 문봉동 168-56번지,37.7026601,126.8240397,2016-01-11,2632,01,,,,,,031-977-4850,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
중산자동차,01,경기도 고양시 일산동구 고봉로531번길 29,경기도 고양시 일산동구 성석동 1526-10번지,37.70588877,126.7808265,2016-03-30,1413,01,,,,,,031-977-4733,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜윤기모터스,01,경기도 고양시 일산동구 은마길 25,경기도 고양시 일산동구 성석동 494-7번지,37.71098518,126.8078489,2016-05-19,1790,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
고양자동차공업사,01,경기도 고양시 일산동구 공릉천로 326,경기도 고양시 일산동구 지영동 1-36번지,37.7206752,126.8362551,2016-12-19,1378,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
원마인드모터스,01,경기도 고양시 일산동구 견달산로 178-55,경기도 고양시 일산동구 식사동 166-1번지,37.68222492,126.822208,2017-03-07,1803,01,,,,,,031-977-5970,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
S2G모터스,01,경기도 고양시 일산동구 고양대로 864-33,경기도 고양시 일산동구 중산동 35-2번지,37.6787165,126.7905916,2018-02-28,1100,01,,,,,,031-922-3092,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
한국지엠동일산서비스주식회사,01,경기도 고양시 일산동구 성현로 195,경기도 고양시 일산동구 성석동 492-5번지,37.70909906,126.807845,2008-11-12,3559.03,01,,,,,,031-977-8779,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
창성모터스,01,경기도 고양시 일산동구 동국로 100,경기도 고양시 일산동구 식사동 783-7번지,37.68093345,126.802788,2019-02-15,1446.36,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
성일자동차검사소,01,경기도 고양시 일산동구 성현로 40,경기도 고양시 일산동구 성석동 981-7번지,37.7087428051,126.7911968606,2020-04-24,1084.91,01,,,,,,031-7656-1463,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
가은현대서비스,02,경기도 고양시 일산동구 견달산로225번길 21-12,경기도 고양시 일산동구 식사동 287-1번지,37.68625001,126.8183577,1997-08-21,786,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
비앤비모터스,02,경기도 고양시 일산동구 진밭로 47,경기도 고양시 일산동구 성석동 344번지,37.70039139,126.8027114,2013-04-30,496,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
태흥모터스,02,경기도 고양시 일산동구 장진천길 14-48,경기도 고양시 일산동구 설문동 167-13번지,37.7089295,126.813076,2013-07-25,743,01,,,,,,031-977-5556,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
JL MOTORS,02,경기도 고양시 일산동구 견달산로225번길 51,경기도 고양시 일산동구 식사동 288-63번지,37.68695663,126.8169406,2013-11-04,1078.2,01,,,,,,,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜동부현대자동차서비스,02,경기도 고양시 일산동구 동국로 215,경기도 고양시 일산동구 성석동 172-8번지,37.68787138,126.8111324,2014-02-13,2016,01,,,,,,031-968-9336,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
대승자동차,02,경기도 고양시 일산동구 한류월드로 56,경기도 고양시 일산동구 장항동 673-64번지,37.64695501,126.7558968,2014-03-31,573,03,2019-09-10,,,,,031-906-2786,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
오토플러스,02,경기도 고양시 일산동구 고양대로 881,경기도 고양시 일산동구 풍동 660-2번지,37.67889574,126.7932165,2015-11-24,971,01,,,,,,031-976-6789,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
선인자동차㈜,02,경기도 고양시 일산동구 백마로 514,경기도 고양시 일산동구 풍동 116-16번지,37.66293448,126.8051941,2016-03-18,1048.68,01,,,,,,031-901-2888,경기도 고양시 일산동구청,031-8075-6342,2020-05-15
㈜대륭냉동물류,03,경기도 고양시 덕양구 흥도로 46,경기도 고양시 덕양구 화전동 455-29번지,37.61337502,126.8679693,2004-10-21,198,01,,,,,,02-3159-8864,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
행신점 기아오토큐,03,경기도 고양시 덕양구 중앙로 392,경기도 고양시 덕양구 행신동 1094-2번지,37.61604753,126.8514415,2004-10-27,170.56,03,2018-01-25,,,,,031-938-1800,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
에이치-원(H-1),03,경기도 고양시 덕양구 지도로124번길 1,경기도 고양시 덕양구 토당동 891-2번지,37.62827681,126.8234588,2005-01-17,81,01,,,,,,031-938-5150,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
쌍용자동차 행신서비스프라자,03,경기도 고양시 덕양구 무원로 8,경기도 고양시 덕양구 행신동 709번지,37.61359346,126.8327537,2005-01-24,193.72,01,,,,,,031-979-5581,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
세이프 모터스,03,경기도 고양시 덕양구 서오릉로 829,경기도 고양시 덕양구 성사동 281-2번지,37.64584909,126.8547951,2005-06-27,175.5,01,,,,,,031-965-4863,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
부흥자동차공업사,03,경기도 고양시 덕양구 행당로 5,경기도 고양시 덕양구 토당동 877-11번지,37.62014533,126.8252224,2005-07-28,84,01,,,,,,031-974-4151,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
영창오토서비스,03,경기도 고양시 덕양구 마상로 201,경기도 고양시 덕양구 성사동 424-10번지,37.65636988,126.8442216,2005-10-14,106.05,01,,,,,,031-969-0642,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
한국모터스 T''station 행신점,03,경기도 고양시 덕양구 화신로 150,경기도 고양시 덕양구 행신동 925번지,37.62596671,126.8412311,2006-03-03,268.9,01,,,,,,031-978-6300,경기도 고양시 덕양구청,031-8075-5342,2020-05-15
